event_id,signal_date,source_sector,destination_sector,ticker,reference_peak,drawdown_date,lead_trading_days,hit_20pct,last_session_before_drawdown,source_sector_label,destination_sector_label
0,2016-07-27,biotech,semiconductor,1737,20.545364379882812,,,False,,生技醫療,半導體
0,2016-07-27,biotech,semiconductor,1720,23.676898956298828,,,False,,生技醫療,半導體
0,2016-07-27,biotech,semiconductor,1736,41.53923797607422,,,False,,生技醫療,半導體
0,2016-07-27,biotech,semiconductor,1784,28.897539138793945,,,False,,生技醫療,半導體
0,2016-07-27,biotech,semiconductor,1762,26.15825653076172,,,False,,生技醫療,半導體
0,2016-07-27,biotech,semiconductor,1708,13.74817943572998,,,False,,生技醫療,半導體
1,2016-07-28,shipping,semiconductor,2618,10.302309036254883,,,False,,航運,半導體
1,2016-07-28,shipping,semiconductor,2610,8.149555206298828,,,False,,航運,半導體
1,2016-07-28,shipping,semiconductor,2634,33.4503059387207,,,False,,航運,半導體
1,2016-07-28,shipping,semiconductor,2615,9.034136772155762,,,False,,航運,半導體
1,2016-07-28,shipping,semiconductor,2608,27.721860885620117,,,False,,航運,半導體
1,2016-07-28,shipping,semiconductor,2603,9.985079765319824,,,False,,航運,半導體
1,2016-07-28,shipping,semiconductor,2609,8.12908935546875,2016-11-08,70.0,True,2016-11-07,航運,半導體
1,2016-07-28,shipping,semiconductor,2633,11.724023818969727,2016-10-27,62.0,True,2016-10-26,航運,半導體
1,2016-07-28,shipping,semiconductor,2637,18.901721954345703,,,False,,航運,半導體
1,2016-07-28,shipping,semiconductor,2606,15.170877456665039,,,False,,航運,半導體
1,2016-07-28,shipping,semiconductor,2616,14.975822448730469,,,False,,航運,半導體
1,2016-07-28,shipping,semiconductor,2607,16.56536102294922,,,False,,航運,半導體
1,2016-07-28,shipping,semiconductor,2605,13.337124824523926,,,False,,航運,半導體
1,2016-07-28,shipping,semiconductor,2636,11.066421508789062,,,False,,航運,半導體
1,2016-07-28,shipping,semiconductor,2601,6.840834617614746,,,False,,航運,半導體
1,2016-07-28,shipping,semiconductor,2643,22.918066024780273,,,False,,航運,半導體
1,2016-07-28,shipping,semiconductor,2614,9.442514419555664,,,False,,航運,半導體
1,2016-07-28,shipping,semiconductor,2612,21.084508895874023,2016-10-14,53.0,True,2016-10-13,航運,半導體
1,2016-07-28,shipping,semiconductor,2642,20.68233299255371,,,False,,航運,半導體
1,2016-07-28,shipping,semiconductor,2641,9.563714027404785,,,False,,航運,半導體
1,2016-07-28,shipping,semiconductor,2617,8.135924339294434,,,False,,航運,半導體
1,2016-07-28,shipping,semiconductor,2613,9.8359956741333,,,False,,航運,半導體
1,2016-07-28,shipping,semiconductor,2640,26.627317428588867,2016-11-09,71.0,True,2016-11-08,航運,半導體
1,2016-07-28,shipping,semiconductor,2611,4.78549861907959,,,False,,航運,半導體
2,2016-08-16,electronics,finance,3008,2868.1865234375,,,False,,電子零組件,金融
2,2016-08-16,electronics,finance,3552,371.52984619140625,2016-11-03,54.0,True,2016-11-02,電子零組件,金融
2,2016-08-16,electronics,finance,3673,58.411685943603516,2016-09-14,21.0,True,2016-09-13,電子零組件,金融
2,2016-08-16,electronics,finance,3481,9.749274253845215,,,False,,電子零組件,金融
2,2016-08-16,electronics,finance,3691,403.9024353027344,2016-09-02,13.0,True,2016-09-01,電子零組件,金融
2,2016-08-16,electronics,finance,3081,338.0805358886719,2016-09-12,19.0,True,2016-09-09,電子零組件,金融
2,2016-08-16,electronics,finance,3324,89.3443374633789,2016-10-14,40.0,True,2016-10-13,電子零組件,金融
2,2016-08-16,electronics,finance,3450,82.43782043457031,2016-10-11,37.0,True,2016-10-07,電子零組件,金融
2,2016-08-16,electronics,finance,3045,78.2347412109375,,,False,,電子零組件,金融
2,2016-08-16,electronics,finance,3034,62.41643142700195,,,False,,電子零組件,金融
2,2016-08-16,electronics,finance,3596,41.798770904541016,2016-10-18,42.0,True,2016-10-17,電子零組件,金融
2,2016-08-16,electronics,finance,3665,142.70921325683594,2016-10-20,44.0,True,2016-10-19,電子零組件,金融
2,2016-08-16,electronics,finance,2542,19.590871810913086,,,False,,電子零組件,金融
2,2016-08-16,electronics,finance,3376,83.38165283203125,2016-11-02,53.0,True,2016-11-01,電子零組件,金融
2,2016-08-16,electronics,finance,3548,49.61518859863281,2016-10-11,37.0,True,2016-10-07,電子零組件,金融
2,2016-08-16,electronics,finance,3576,29.944486618041992,,,False,,電子零組件,金融
2,2016-08-16,electronics,finance,3023,54.57420349121094,,,False,,電子零組件,金融
2,2016-08-16,electronics,finance,3526,47.29627990722656,,,False,,電子零組件,金融
2,2016-08-16,electronics,finance,3443,70.07247924804688,,,False,,電子零組件,金融
2,2016-08-16,electronics,finance,3092,20.226303100585938,,,False,,電子零組件,金融
