event_id,signal_date,source_sector,destination_sector,ticker,reference_peak,drawdown_date,lead_trading_days,hit_20pct
9,2016-07-07,semiconductor,matched_control,2455,49.98210144042969,2016-10-11,65.0,True
9,2016-07-07,semiconductor,matched_control,2406,40.00611114501953,2016-11-11,88.0,True
9,2016-07-07,semiconductor,matched_control,2316,24.738182067871094,2016-09-13,48.0,True
10,2016-09-14,shipping,matched_control,2610,8.166518211364746,,,False
10,2016-09-14,shipping,matched_control,2618,10.681679725646973,,,False
10,2016-09-14,shipping,matched_control,2634,34.09358215332031,,,False
10,2016-09-14,shipping,matched_control,2615,8.875179290771484,,,False
10,2016-09-14,shipping,matched_control,2603,11.007172584533691,2016-12-20,66.0,True
10,2016-09-14,shipping,matched_control,2608,27.786481857299805,,,False
10,2016-09-14,shipping,matched_control,2633,13.388028144836426,2016-10-27,28.0,True
10,2016-09-14,shipping,matched_control,2609,8.149801254272461,2016-11-08,36.0,True
10,2016-09-14,shipping,matched_control,2606,13.982232093811035,,,False
10,2016-09-14,shipping,matched_control,2637,17.88667869567871,,,False
10,2016-09-14,shipping,matched_control,2614,11.874678611755371,,,False
10,2016-09-14,shipping,matched_control,2616,16.009719848632812,,,False
10,2016-09-14,shipping,matched_control,2641,11.220794677734375,2017-02-22,105.0,True
10,2016-09-14,shipping,matched_control,2605,12.893768310546875,,,False
10,2016-09-14,shipping,matched_control,2607,16.56870460510254,,,False
10,2016-09-14,shipping,matched_control,2636,11.513328552246094,,,False
10,2016-09-14,shipping,matched_control,2643,23.70254135131836,,,False
10,2016-09-14,shipping,matched_control,2601,6.622062683105469,,,False
10,2016-09-14,shipping,matched_control,2642,20.415706634521484,,,False
10,2016-09-14,shipping,matched_control,2640,26.513530731201172,2016-11-09,37.0,True
10,2016-09-14,shipping,matched_control,2617,8.152077674865723,,,False
10,2016-09-14,shipping,matched_control,2612,20.59208869934082,2016-11-02,32.0,True
10,2016-09-14,shipping,matched_control,2613,9.942909240722656,,,False
10,2016-09-14,shipping,matched_control,2611,4.7492265701293945,,,False
11,2016-09-27,shipping,matched_control,2618,10.681679725646973,,,False
11,2016-09-27,shipping,matched_control,2610,8.166518211364746,,,False
11,2016-09-27,shipping,matched_control,2634,34.09358215332031,,,False
11,2016-09-27,shipping,matched_control,2603,11.007172584533691,2016-12-20,59.0,True
11,2016-09-27,shipping,matched_control,2615,8.875179290771484,,,False
11,2016-09-27,shipping,matched_control,2633,14.9774751663208,2016-10-27,21.0,True
11,2016-09-27,shipping,matched_control,2609,8.149801254272461,2016-11-08,29.0,True
11,2016-09-27,shipping,matched_control,2606,14.388875961303711,,,False
11,2016-09-27,shipping,matched_control,2614,13.273569107055664,2016-11-09,30.0,True
11,2016-09-27,shipping,matched_control,2637,17.88667869567871,,,False
11,2016-09-27,shipping,matched_control,2641,10.747342109680176,2017-02-22,98.0,True
11,2016-09-27,shipping,matched_control,2605,13.142409324645996,,,False
11,2016-09-27,shipping,matched_control,2607,16.56870460510254,,,False
11,2016-09-27,shipping,matched_control,2636,11.513328552246094,,,False
11,2016-09-27,shipping,matched_control,2616,15.79040813446045,,,False
11,2016-09-27,shipping,matched_control,2643,23.70254135131836,,,False
11,2016-09-27,shipping,matched_control,2608,27.721860885620117,,,False
11,2016-09-27,shipping,matched_control,2612,21.576927185058594,2016-10-13,11.0,True
11,2016-09-27,shipping,matched_control,2601,6.622062683105469,,,False
11,2016-09-27,shipping,matched_control,2640,26.513530731201172,2016-11-09,30.0,True
11,2016-09-27,shipping,matched_control,2642,20.415706634521484,,,False
11,2016-09-27,shipping,matched_control,2617,8.449116706848145,,,False
11,2016-09-27,shipping,matched_control,2613,9.942909240722656,,,False
11,2016-09-27,shipping,matched_control,2611,4.7492265701293945,,,False
12,2017-08-02,traditional,matched_control,3105,152.3041534423828,,,False
12,2017-08-02,traditional,matched_control,2049,169.0575714111328,,,False
12,2017-08-02,traditional,matched_control,8299,289.609130859375,2017-11-10,69.0,True
